OBJECTID,Full Road Name,Internal Created User,Internal Created Date,Internal Edited User,Internal Edited Date,GlobalID,StatePlane_Length,SHAPE__Length
23,54th Ave N,,,,,8d2b2c12-4a89-4edd-bb6e-ea1505ea4773,262.956069508409,90.5586370737025
24,38th Ave N,,,,,76b8b83d-eb0e-49bc-bd1b-90eb8ce5f13e,350.96116563615,120.849050488978
25,49th St S,,,,,3bcafa28-60e4-4844-9829-fa1aa94966d8,160.903104408849,55.6737787088697
26,49th St N,,,,,8dd04cd5-acc1-4caf-86b6-7a585db2ef23,247.061667315858,85.0922117616775
27,4th St N,,,,,2b7eb7ae-be44-4691-be84-0eaac7533276,391.626473220346,135.590858909122
28,Gulf Blvd,,,,,c12f382c-b387-4221-93d6-8cc8a273fb0f,647.298511423873,223.373742493785
29,S Pinellas Ave,,,,,2f55ca96-3495-4ea7-b3a2-bc8621db41e6,454.245380256556,157.591668294145
30,1st Ave S,,,,,26d7beab-1fde-44e4-baf1-9813f780c3cd,444.919230250707,153.153518769819
31,N Belcher Rd,,,,,63ad93ae-e8c3-41c1-9fdc-2b5448f01a0a,48.6916707871513,16.8794647108766
32,Park Blvd N,,,,,e286f0b3-cbc6-4d0e-a234-c5a86ebfc132,356.784720514975,122.891827572563
33,Park Blvd N,,,,,efe55030-a35b-42fb-976b-13c86cc7db91,287.780536542796,99.123303325959
34,Dr Martin Luther King Jr St N,,,,,f84f0d5b-813c-46ea-a5f8-1d367f93c6cd,313.398935918587,108.49709609767
35,West Bay Dr,,,,,e84500d2-0ff1-434e-92d5-81b54d62d7de,322.813272565557,111.268089194061
36,Seminole Blvd,,,,,279b6480-c78a-4964-9afb-86aa46cf5a3e,214.014929505233,74.116151895029
37,66th St N,,,,,0500a500-a4e7-433d-8333-04d5d8f239dc,157.239399374715,54.4375775390851
38,Blind Pass Rd,,,,,cf821377-5950-4ab9-8a17-450ff8e1ee40,200.688092054986,69.3385920406601
39,66th St N,,,,,3506c939-20e8-4fda-a779-58f78a331555,296.250582487446,102.563816041202
40,8th St S,,,,,9241a1db-2306-4fc3-9fc2-162e1eae7641,107.670842850959,37.2571571422941
41,N Pinellas Ave,,,,,ab51cc75-866c-46b6-9480-b838856e7772,367.677509010859,127.38682552022
42,Pasadena Ave S,,,,,adf04123-34c8-42b0-952c-bc794f64047c,434.93737096668,150.432258888196
43,34th St S,,,,,2e727d9c-0883-4032-abb4-a8d5354dd431,104.625573256374,36.1997825570906
44,38th Ave N,,,,,1d1e8170-c62c-4729-ae8d-1c938a67e039,528.448912731947,181.967184938931
45,S Belcher Rd,,,,,87920f7b-4f06-4b21-9989-1cfe5d8ca962,142.772357883557,49.4877015058149
46,Edgewater Dr,,,,,4c204d18-831f-4b3a-abb1-03bc12ad1bc2,340.881434122359,118.198494572598
47,West Bay Dr,,,,,a3ef319b-9125-41b5-85b7-26b33baadb5f,190.741729064658,65.7456208982628
48,N Belcher Rd,,,,,da735414-c73f-441d-a832-079e25cf3b3c,390.302897703341,135.342126826453
49,4th St N,,,,,7f46147a-ac0d-448d-bec1-658040da713a,171.811336395513,59.4907152501928
50,US Highway 19 N,,,,,c8839264-8e5c-4c8d-a103-f872e4a46ee9,331.614179959628,114.805908251606
51,East Lake Rd,,,,,c498c4f1-a475-4f6a-9998-faea2e933b6f,1949.07274332938,676.799086370886
52,S Belcher Rd,,,,,53ec59c4-4d18-4aed-8b4a-14185106e4ef,271.002939783979,93.9307684889158
53,Pass A Grille Way,,,,,42126e0f-e430-4cc9-b7c4-a8bf1aa890a7,181.20716214576,62.6604484142205
54,Mcmullen Booth Rd,,,,,51e88a7c-006f-4c08-8cda-6e7ade63025d,300.280040815966,104.12399647686
55,Park Blvd N,,,,,2cbf6bd7-4961-436a-a234-87778147c410,442.384423083322,152.375895993519
56,Curlew Rd,,,,,f23834d3-b455-4801-92c3-ff5c1763226a,284.328177253663,98.1294660942847
57,Blind Pass Rd,,,,,d284e96c-b923-4c0e-a2a8-dd3f25b38054,260.482179434629,89.9998583636488
58,Clearwater Largo Rd N,,,,,6193d3c8-c06e-44cf-b6ce-8aac16017c23,270.873789505092,93.8621151702094
59,Ulmerton Rd,,,,,e84c54ad-e524-45f7-8381-3580f1e1358a,639.081607581859,220.235703661766
60,1st Ave S,,,,,4e1251ca-5618-4b11-bebb-9e34dec29629,677.434114838602,233.189157552021
61,66th St N,,,,,5f6774a4-7f77-4cf2-bfde-2c57ffbfbd7b,347.238518272605,120.279709158595
62,S Myrtle Ave,,,,,7144e9fb-c833-4f41-8b5c-55a5d6209e3f,327.299881440589,113.456574061981
63,Keystone Rd,,,,,5fce35e3-7b48-4c33-97c8-b2ebeb126632,212.220552839378,73.3381449755126
64,22nd Ave S,,,,,284ad6ef-0857-409d-930e-09968fbcbb5f,112.874437338032,38.8469939446798
65,Gulf Blvd,,,,,23ff8f9d-c42d-44e3-a825-ca549cafc624,549.646321421554,189.64880391502
66,4th St N,,,,,73a1dc24-8a36-43ae-86d3-b9c68c56c4a3,188.170019012364,65.157329188451
67,49th St N,,,,,ee06dc1d-df02-4bd9-be09-ed854c2af25d,220.733694353059,76.4180726702216
68,49th St S,,,,,99a99925-1abb-4bdb-ba97-19eda0927260,70.6728505125959,24.4527265006345
69,49th St N,,,,,3dac800e-ab40-400a-a278-8a2aabf4cb6d,327.207641963922,113.23503911327
70,Gulf Blvd,,,,,fea1cc30-d736-4a6e-a34f-fdf9cc8855b7,1264.69305273287,437.125391825927
71,Dr Martin Luther King Jr St N,,,,,24bb8614-4a50-485b-a385-23ed33e6f868,419.72687778865,145.335293228551
72,US 19A,,,,,1d3550cb-7964-4b9d-9738-7b98010db790,184.159186240228,63.9184965757805
73,49th St S,,,,,4826a15c-593a-47cd-8d4f-07a02d716600,331.501846225717,114.710148252233
74,1st Ave S,,,,,bf7fb687-a622-4de3-b696-9e8910737432,398.146156142953,137.052126798567
75,54th Ave N,,,,,1312b64e-2cc7-4b98-982b-1abe34fceb34,175.139337441742,60.3154976429072
76,38th Ave N,,,,,480da507-1974-43c3-8ac9-8a0b143c7305,338.915547734933,116.702497086871
77,Gulf Blvd,,,,,e436950b-73f6-4623-972c-b16a48366bb5,163.713583765297,56.7062902184548
78,West Bay Dr,,,,,b9915313-4d17-4a5a-aaba-33902424c79f,2297.28754663925,791.835350253678
79,S Ft Harrison Ave,,,,,ba97ce86-049d-4c29-8503-872286336886,313.446653055402,108.637945920513
80,S Missouri Ave,,,,,468fd1f2-a5df-43b7-bd9d-2fc3c8ae6966,667.279041835333,231.250896533193
81,Gulf Blvd,,,,,2115d428-6675-4c74-9466-05ce74940bc1,264.623070628684,91.5052099147628
82,54th Ave N,,,,,07af41e1-0f8a-467c-ab8f-9ca19e2d54a6,325.759262917328,112.186341022726
83,Clearwater Largo Rd N,,,,,b74789c9-7203-4f91-b30e-54bf26966b58,331.607823920795,114.902438651963
84,West Bay Dr,,,,,7069cedb-0cec-472c-b7a2-50b63bad82b2,169.405120956008,58.3909064281981
85,Ridge Rd Sw,,,,,83160412-b0ec-49e9-b9d5-12f4969eb5cd,717.052108421404,248.408452455861
86,Keystone Rd,,,,,956251e7-7fad-4b57-8e7d-31505d28e0f0,1202.90067056074,415.690687713404
87,Dr Martin Luther King Jr St S,,,,,50ead8ae-458a-4824-b22c-a4cb60d0786d,178.737004097967,61.8442701374843
88,Tampa Rd,,,,,a04ab1c6-b9d0-4eae-a321-1f7ef2c4915d,708.041051048753,244.49303774414
89,Tampa Rd,,,,,0f73f2d1-57ac-4f14-a0f9-e8e9369a6f33,431.003403137558,148.768236238486
90,Mcmullen Booth Rd,,,,,3146447d-32b4-4b48-bc22-5a3bad0920e6,632.403734013372,219.288539733888
91,Causeway Blvd,,,,,acafabb5-d38f-4557-9513-515bed054aa6,344.687914268316,118.958217591888
92,E Tarpon Ave,,,,,77eb129c-af10-4ee7-a82b-bede519e93e5,193.210078305419,66.7381929671968
93,Seminole Blvd,,,,,d1ccc085-b54f-4963-bd54-f23c99a32da5,261.049783596132,90.3932128228471
94,S Myrtle Ave,,,,,bf3a82be-ea56-49a3-9f76-ba45a8aa1dd7,408.626509677442,141.642127547222
95,Gulf Blvd,,,,,9dc12314-0559-4b42-8185-48cf2da8484c,162.773604418534,56.3036616969383
96,54th Ave N,,,,,479a3eda-a530-4ae7-8dbe-ae6386bcc51c,316.001940754209,108.826723732004
97,Central Ave,,,,,6407d265-6356-45f3-a318-0328177946b3,115.901587453559,39.8962863927446
98,Keystone Rd,,,,,cac4af0e-eca2-40ee-8d91-f160d6b3300c,1677.15786211248,579.333806354569
99,Dr Martin Luther King Jr St S,,,,,4c8d9699-757b-44b5-a0af-6b64806050fa,625.75941241934,216.193690861446
100,N Belcher Rd,,,,,bd2af6dd-733d-4fdd-b742-563d34b328dc,269.636614683881,93.472892856238
101,Bay Pines Blvd,,,,,92deda8e-d35d-4111-b759-629d09ae2a00,524.420562735792,180.596222462652
102,Edgewater Dr,,,,,cdf45c9f-893f-41dc-b124-c55974806c59,400.948742230116,138.998210845185
103,38th Ave N,,,,,9913cf3d-b79b-4639-a7ba-eeeec76f84fa,1152.01750714608,396.68395833564
104,Gulf Blvd,,,,,80d1c1c5-03d7-42f0-be25-e40c7afbb6ac,1044.66632679135,361.73131392207
105,Seminole Blvd,,,,,38e7dfa7-4404-4a6e-872f-1526369a64b5,357.388966621001,123.742705843975
106,4th St N,,,,,99ab0cc8-7f33-476e-85ea-49e0e330d1de,328.858490884746,113.831413037419
107,Mcmullen Booth Rd,,,,,de41b61a-f093-4f91-95a8-320ae3dfdab7,429.886911214413,149.09846314099
108,34th St S,,,,,e646c00c-d690-4d71-90d7-6eba6984d56a,180.011742223581,62.2831467693529
109,38th Ave N,,,,,ff3e72b0-020c-40b0-81a3-dc67da25d4d2,128.00854043553,44.0786737919617
110,Clearwater Largo Rd N,,,,,b1336933-ae93-4855-a1df-2e0b34862846,146.648218630097,50.8206175298845
111,22nd Ave S,,,,,4cf9efd0-d468-4a5c-98fe-8a9e6cc46b90,202.599988505769,69.7268111950794
112,Gulf Blvd,,,,,1e701f2c-6664-4372-8660-61ad76cf09e2,281.049994834262,97.3635239921347
113,38th Ave N,,,,,7308f1dc-b3b2-4f5f-9d78-05c29d891ad9,291.898630500089,100.512434972529
114,66th St N,,,,,8fff8b05-e4b7-4b1b-9147-2bf6a4c8e8bb,663.417696280329,229.722095774658
115,Dr Martin Luther King Jr St N,,,,,6a8f7d77-b8cf-46bf-bbd2-5a7ff8b954ce,313.509167749478,108.538745555694
116,N Pinellas Ave,,,,,815977c7-f17a-4555-8da9-054b787b6812,133.806535196556,46.3553220957301
117,Broadway,,,,,358fb29c-7620-4123-8600-34dcef180b63,320.89565522151,111.290287225693
118,22nd Ave N,,,,,2e668a8a-9437-4e9e-b830-d8598ec527da,876.303308598284,301.705067616581
119,Clearwater Largo Rd N,,,,,d29ad570-4bef-4d87-a88c-9281fb66614f,268.79207194357,93.1424591401974
120,SR 580,,,,,478c6993-434c-4719-935d-6983253d60a8,388.862627793942,134.549458981615
121,49th St N,,,,,467d8346-f7a7-4742-866e-390a01945606,148.246393148731,51.3204694946026
122,Gulf To Bay Blvd,,,,,b6ce314d-034d-4782-85cf-fa17b40c288a,105.111634861028,36.2454602655971
123,Park Blvd N,,,,,2d626c33-eb11-4681-9f99-e42116f8d080,682.269213732517,235.000685830533
124,Pasadena Ave S,,,,,b22d3e97-8838-4432-999a-d20bc34ee9d8,648.695154084781,223.960554213314
125,Dr Martin Luther King Jr St S,,,,,b2038639-75c1-4391-b113-4452bb6eca7e,357.206700032982,123.584755234629
126,54th Ave S,,,,,b8e83c59-7532-4709-9201-0bb75a827984,1320.75188860473,454.428504765905
127,N Belcher Rd,,,,,38154089-7821-4b45-9796-63a9a858ae18,395.977445223504,137.206292883143
128,5th Ave N,,,,,581f53d2-b277-4537-9d40-f2af95e04c40,457.31259907381,157.429685996016
129,34th St S,,,,,37132c84-3e43-4596-bfac-20699e73d24e,327.106476222458,113.180313334426
130,E Tarpon Ave,,,,,144215ec-df1f-4354-93d3-1f406105d88d,661.223443359843,228.398367804082
131,113th St N,,,,,88ca9fd8-750b-4b5f-94cb-13147aae1d69,250.111972924673,86.5926317207667
132,N Pinellas Ave,,,,,48ccc590-af7e-4976-9078-628516cf036b,342.915683684232,119.075256363568
133,US Highway 19 N,,,,,248931a6-1baa-4c7e-af96-9dd2d11bd0d8,704.845423364407,244.587515702513
134,Seminole Blvd,,,,,34a2638a-0fc6-4873-a870-d88112cdd5f8,150.4742261398,52.1052956828029
135,Gandy Blvd,,,,,62264a98-e541-4f55-be17-fa23ef52e1a8,722.423049633745,249.009182982185
136,4th St N,,,,,93fe5216-a8ee-4156-9d43-e3f1f97c555f,294.222332059202,101.823256011529
137,E Tarpon Ave,,,,,245af8b0-86bf-48c5-9acd-7b0927bf1765,620.9435376805,214.486704626426
138,West Bay Dr,,,,,6fa76789-dba0-47a4-bd31-9d9a8d918b37,331.767276146375,114.354816854847
139,20th St S,,,,,aa2f86eb-cdfe-40f8-8497-1aca084dac43,318.401941035968,110.181625539317
140,Seminole Blvd,,,,,1fdac1ed-9fff-460c-a057-2436fcb3f25a,95.1484865362126,32.9587505790559
141,1st Ave S,,,,,e2fc4f35-3035-4ff3-9ff3-6f330fcaade7,142.435257628271,49.0364945866235
142,38th Ave N,,,,,cfe68bfd-1832-4f68-bbea-ff9b74dd4bf7,352.610507122273,121.416904899963
143,54th Ave N,,,,,b5cd7879-50d6-42b4-958e-fb97db6096d0,366.041344847207,126.059641170824
144,Gulf Blvd,,,,,c2819bfb-e816-4707-b453-ed2b58bf1306,260.503982230633,90.2483233803166
145,Bayshore Blvd,,,,,818600cf-82a1-489c-b8c1-3b8755604795,448.311053866844,155.484751727111
146,4th St N,,,,,c801054f-399f-41ce-9ca0-3db71c94b298,316.301204667176,109.538544282115
147,113th St N,,,,,030f3fd9-3e61-4357-b353-cd6d581289e7,1055.78014263402,365.682459924853
148,US Highway 19 N,,,,,8b52ad06-561b-4d18-bb6c-63bd0d03cc05,299.833830845681,104.079078524334
149,N Pinellas Ave,,,,,e2fcaaa6-af39-4781-ba84-932af10d8c7d,322.458918453193,111.969919891838
150,Belcher Rd,,,,,63ea104d-fd11-400e-833e-f12ea2208c0f,265.80218405718,92.0389494465241
151,US Highway 19 N,,,,,3c9d1af5-8f8b-4d69-aef5-17410493a289,106.716278724361,37.0159577880821
152,N Pinellas Ave,,,,,c79accf5-63ff-470a-b5ec-e2149fb63e88,366.10117475223,127.110667890697
153,66th St N,,,,,23dd454c-d4ae-48e5-bf5b-85f9d7051464,178.617654665167,61.8555826405291
154,22nd Ave N,,,,,32cc484c-9344-4506-bbd0-dc169555e035,656.426838354647,226.006401012536
155,US Highway 19 N,,,,,b5151810-7940-44bd-9e6f-1c791bccdd1d,302.235830222969,104.940681157568
156,Clearwater Largo Rd S,,,,,97b82f77-f3ba-4ede-ac2b-65eb7291c721,122.121593723052,42.3135904185081
157,Dr Martin Luther King Jr St N,,,,,338a2873-73a6-4a43-a30e-2775d1200d20,139.85685109056,48.418900462223
158,Mcmullen Booth Rd,,,,,04f57dca-425a-4343-96bc-47b0dee04617,749.859635916664,260.013935501288
159,N Belcher Rd,,,,,a0151694-626e-41a9-a93f-1c42126ee540,187.797562449689,65.0823334847628
160,49th St N,,,,,b92a6d39-b2f7-4caf-9f43-79fd23455208,298.301240669325,103.256859615121
161,38th Ave N,,,,,486cf859-d8a4-4e3e-8409-84859b24f586,202.691196329695,69.7947143371192
162,8th St S Connector,,,,,a5fb9f23-87c9-4559-b6a0-b26f450bfb88,266.988905224781,92.2317872161524
163,CR 611,,,,,f10d65b1-b4ba-416a-b195-3489bb52fa7d,1701.97883532351,589.525102727398
164,34th St N,,,,,6e67f54d-0d8d-46b2-8a52-335d3ae97c9b,332.921784897782,115.239850956318
165,Ulmerton Rd,,,,,a18d29e8-683f-4e96-8fd0-11a1fe1e96aa,743.921944563828,256.368530653695
166,4th St N,,,,,60a241c4-2518-46a5-864f-70b4d459222e,411.906460675563,142.622083711681
167,22nd Ave S,,,,,bd369701-c65c-4333-88ac-72298adba053,325.867409745492,112.150530385561
168,34th St S,,,,,ffc5a1ca-f935-432f-9c9d-aa012ecbf1d3,638.535186387191,220.904347099921
169,38th Ave N,,,,,8c088adf-b240-4482-b70f-196e99284ced,789.933417975265,272.004905638501
170,8th St S,,,,,dfcd2a6e-3804-46e7-a722-918f45db1746,22.3227759608012,7.72467319789961
171,US 19A,,,,,82cdd9be-bf62-4a19-8731-729f87384d95,295.367325841827,102.513568721027
172,4th St N,,,,,18c04832-7f8d-4c67-9467-8c7a015baa09,306.802270619101,106.188205213485
173,8th St N,,,,,73514119-e12e-418f-b795-1642b8ef075d,183.812817986645,63.6086581978849
174,66th St N,,,,,3309a0c6-5adc-469d-bbb1-38709c835c5d,346.150593701667,119.833558264646
175,Ulmerton Rd,,,,,75f7d828-0a78-4a98-93df-45fca2d8a9fb,687.811193078804,237.028452361073
176,34th St S,,,,,ad9040c9-7a06-4aab-8896-5b9fc2850739,218.700982247688,75.6747089762493
177,Gulfport Blvd S,,,,,d6bf166b-3c52-4016-9171-7b12de4f0a8d,481.001431710884,165.558904514777
178,5th Ave,,,,,88b62929-4821-440a-960a-db12c13b4bb4,96.1330881937186,33.1251445341573
179,38th Ave N,,,,,3e6bd984-e707-427b-acb5-07dc0befc7f1,657.255202375028,226.32068513347
180,22nd Ave N,,,,,87a0957c-1aad-430c-a736-68d0da8335da,454.502387251157,156.482185214901
181,22nd Ave S,,,,,8f5edbbb-6972-4dc6-9eed-84bbd5074270,73.7587342038512,25.3847690401873
182,Gulf Blvd,,,,,2e2caf05-88c6-4fe5-83b3-a3f8ec1d773f,289.289169782667,99.8797796402299
183,22nd Ave N,,,,,6c8566fa-0e41-43f2-8c4b-64e5be959e91,199.648436096125,68.7376724083676
184,1st Ave S,,,,,71fcd80e-023e-465a-a1ba-a3934f45052d,462.609523631282,159.24180437264
185,US Highway 19 N,,,,,1e2acdad-acd0-4a84-af57-642a1acc83a6,743.603481631171,257.136170671559
186,S Ft Harrison Ave,,,,,03595788-8ab6-4e03-953b-5af87c1db1f5,274.062244621645,94.8350938619389
187,22nd Ave S,,,,,0b3e7510-536e-414e-aecd-b52d400da3a4,330.982756862606,113.910402308389
188,US Highway 19 N,,,,,8ba3fd69-8987-474e-a3e8-c499adcd0b1b,544.075059381201,188.572183902317
189,Gulf Blvd,,,,,fd899251-c2b8-45bb-972e-b7ff11789746,601.543391898535,208.117365301934
190,Park Blvd N,,,,,a930cacc-e42d-4a85-87a6-69c39051f5dd,656.913649151712,226.274120247086
191,Edgewater Dr,,,,,1e8f47bd-d0c8-429c-b69e-be7c1c8bb4e1,402.464831313049,139.54797827188
192,Seminole Blvd,,,,,3c1e0f0a-bf7c-42d2-b9ff-12b1e751c435,134.504888424833,46.5677826827066
193,Gandy Blvd,,,,,1f58f491-6187-4798-9df1-ae807adeaa1e,378.721347370283,130.771847982164
194,Dr Martin Luther King Jr St S,,,,,83b01817-3e02-4df6-94a0-4a79ee296c23,533.817913442329,184.675062932893
195,Main St,,,,,f6d5c2d1-fb38-460f-a704-dd6c3e11e84a,101.191933020023,34.912580708522
196,Central Ave,,,,,1a92a964-749c-45fb-abac-9994afbdad44,566.322375469245,194.942811881385
197,Pasadena Ave S,,,,,cd5fe99f-4894-402b-aa95-3f33602889e6,119.118389240919,41.1991542444197
198,22nd Ave N,,,,,1d7ec1b4-526d-4d7a-bb9a-de076f77d4c4,317.7020497175,109.383779948368
199,SR 580,,,,,47a79f43-ce2d-47f9-831b-06858bf9c7b1,789.572402255034,272.412812110719
200,Ulmerton Rd,,,,,6d8e983a-5164-498a-b7ef-9040479dcdaf,398.957762405198,137.486721969053
201,I-275,,,,,0dc6522d-92be-42a1-a7ee-0d53a4795f07,1039.85908804565,359.638776011788
202,US Highway 19 N,,,,,25a28b23-3e59-4429-a418-4a149f638c3f,963.753117295338,333.634259628613
203,I-275,,,,,9192c223-79de-45f1-84c0-cb7b6af1b3c8,729.854131666018,252.673552379824
204,I-275,,,,,eda331f1-eeef-4c3d-9c6b-3e71e270f826,426.613648803779,147.729746572168
205,Gandy Blvd,,,,,2559f7c8-af10-40aa-80fe-fb725a2a5d97,285.371337138115,98.4002553858539
206,SR 580,,,,,7029f14d-d607-47f0-b8d1-d382fcc7d14a,101.276421038435,34.9416861045545
207,Gulf To Bay Blvd,,,,,04fe4fa3-288b-414f-9f3e-a92ef4c3f826,83.5756674475251,28.8229037205643
208,I-275,,,,,50961406-8f60-4017-9056-83dea8792683,238.716568147597,82.593990270937
209,38th Ave N,,,,,9f1dea50-67c7-43e3-8d80-fd0c77303967,208.649843011722,71.8471233098031
210,I-275,,,,,cd817e7a-3253-4493-84f4-76f1374df4c3,360.469579087076,124.773620675565
211,Roosevelt Blvd,,,,,865249cd-59e3-4a9f-8a8f-f84d2003f789,453.916688168775,156.751120047672
212,East Lake Rd,,,,,55e1536d-b21d-4452-9c0f-043984326940,1679.65688194584,582.993618376978
213,Gandy Blvd,,,,,71417659-d29c-427a-8550-83b3d5b8421d,181.641558180754,62.6851179671422
214,Seminole Blvd,,,,,8f927934-bce3-468c-b21a-ea928a37492b,103.300646417364,35.7720536133313
215,US Highway 19 N,,,,,061481f4-0b6f-4d21-a6a5-5965f7f5b8d8,75.9871916801919,26.3756321567311
216,Dr Martin Luther King Jr St N,,,,,faee4985-8f65-4928-a509-f20e34b638f6,268.811676201792,93.0318040565931
217,Gulf Blvd,,,,,048d090c-1ca2-4b2e-b822-045355fc3f37,67.5399804944124,23.3246350067228
218,N Belcher Rd,,,,,795b488d-6e04-4946-aa6d-4f9395510c98,1532.16354462923,530.38087471346
219,Tampa Rd,,,,,5848d15c-e028-4570-9d56-561ce8e52906,251.319963805401,86.7792398191699
220,Broadway,,,,,2cdd8ab1-08c6-4a5d-8d22-fad08bfaabea,241.95852020343,83.9125970773616
221,20th St N,,,,,a479a32f-ce92-4bd0-aa44-e7d7a298cc6c,350.001784025539,121.118544157823
222,20th St N,,,,,99d47b96-5649-44f9-8f3e-3897c0836bf4,330.106835819906,114.234869662586
223,Seminole Blvd,,,,,4c7e2c74-48f8-4600-8433-d7e0419d4e02,1768.09650259367,611.473352044981
224,Bay Pines Blvd,,,,,0f64d8d5-1e50-49fe-806f-5bcdd775ad16,3121.45767880348,1075.32409275472
225,Seminole Blvd,,,,,e7755be5-616e-40af-8537-4316724c7a16,2400.73803374181,827.712751389736
226,US Highway 19 N,,,,,a9b6ba60-e8a6-40f6-bc93-5c0427c42752,636.002282996801,219.950105427983
227,US Highway 19 N,,,,,e10df408-b9ea-41b4-8e76-9ae869afb52b,1277.54910253838,442.376140591715
228,US Highway 19 N,,,,,d832183e-cf7c-4019-9b73-446bbdfe261f,2088.09146773243,722.444684026517
229,US Highway 19 N,,,,,daed06be-7dcf-4376-b132-5992aa15d1a4,1198.0223883558,414.3493832114
230,US Highway 19 N,,,,,5059dfde-65f7-47fe-92a3-5e0a8c00b666,985.870331812568,340.938209285079
231,Roosevelt Blvd,,,,,0d577b89-2201-4a3a-8f9f-9d5649b3ebec,1245.50094856842,431.165139514409
232,I-275,,,,,1938f6e1-7fbc-485f-a75e-5c45bac4c9b7,3603.26293487809,1245.56787882841
233,I-275,,,,,b9b11d58-b7b9-421a-8d25-5b818f489f47,2183.29776781368,753.65949451335
234,I-275,,,,,2463fad1-1e28-4040-91c7-f24f0d4e79f1,1222.42553280726,421.329191363417
235,US Highway 19 N,,,,,60d28c69-fe96-45b0-952e-7fcafd1137a6,396.16953728289,136.948060273593
236,US Highway 19 N,,,,,a6f70a61-d011-43fb-be5f-22a8d9aa7c55,1011.91982570618,349.434345211192
237,I-275,,,,,5020d993-ce55-49d4-81d9-678dca125591,1351.93630442333,466.869065850075
238,US Highway 19 N,,,,,81812f1c-f3c2-4cb6-b09e-864293db43cb,217.630767223141,74.9888046120732
239,US Highway 19 N,,,,,9652d331-2b15-40c0-8711-ea4ce9a89042,163.722504831407,56.4480510549119
240,US Highway 19 N,,,,,dabf64ea-de06-4ebb-a9df-7a5f51dcf43f,211.395147981039,73.0176558351995
241,I-275,,,,,06445d34-dbe6-4c6b-877d-c46686193e84,1374.77110872136,475.28499595262
242,34th St N,,,,,24faa30c-92d1-469d-a233-c84652029c19,334.905377198503,115.941825977052
243,Gulf To Bay Blvd,,,,,39aa0857-0c62-4522-afd0-54d17f0245d2,469.735911474257,161.977783328059
244,8th St S Connector,,,,,03c44e8e-c68a-492f-9e23-54ab84351783,207.191354073686,71.6224179235807
245,66th St N,,,,,100ac894-0f41-4209-9157-b27d38e07c0c,271.40932876453,94.0268340983339
246,4th St N,,,,,f744c12c-4d64-489a-8e14-7025a77b9170,181.343957106367,62.7953560108009
247,4th St N,,,,,857cf60f-e9a2-4e80-a7bd-15a06205d933,176.752759013567,61.2044772965505
248,Clearwater Largo Rd S,,,,,967aa12a-6466-48a7-9cf3-fa31799822fd,242.185461066259,83.9160252178303
